scenario,sequence,age,height,weight,sex,ethnicity
Scenario0,1722,Adult,0.6058851,0.364153,Female,Caucasian
Scenario0,1723,Adult,0.5162414,0.3385803,Male,LatinAmerican
Scenario0,1724,Adult,0.6739937,0.8320558,Female,Asian
Scenario0,1725,Adult,0.4105422,0.7165723,Male,LatinAmerican
Scenario0,1726,Adult,0.385933,0.472574,Male,African
Scenario0,1727,Adult,0.7279745,0.5718668,Female,LatinAmerican
Scenario0,1728,Preteen,0.439676,0.9506401,Male,LatinAmerican
Scenario0,1729,Child2,0.3286591,0.4687263,Female,LatinAmerican
Scenario0,173,Adult,0.473752,0.1852241,Female,Asian
Scenario0,1730,Adult,0.6739937,0.8320558,Female,Asian
Scenario0,1731,Adult,0.3886179,0.9225454,Male,African
Scenario0,1732,Child1,0.5842137,0.6118783,Male,LatinAmerican
Scenario0,1733,Adult,0.9489716,0.3993233,Male,Asian
Scenario0,1734,Adult,0.5075356,0.528813,Female,African
Scenario0,1735,Adult,0.7613488,0.9725423,Male,Caucasian
Scenario0,1736,Adult,0.4490174,0.8360989,Male,Asian
Scenario0,1737,Adult,0.7469058,0.2605442,Male,Caucasian
Scenario0,1738,Adult,0.4105422,0.7165723,Male,LatinAmerican
Scenario0,1739,Adult,0.8247299,0.3881994,Female,Caucasian
Scenario0,174,Adult,0.4850898,0.1136377,Female,African
Scenario0,1740,Child1,0.03810704,0.3675294,Female,African
Scenario0,1741,Adult,0.4320389,0.821629,Female,African
Scenario0,1742,Child1,0.630564,0.5021677,Male,LatinAmerican
Scenario0,1743,Child1,0.1175421,0.594745,Male,Asian
Scenario0,1744,Adult,0.4105422,0.7165723,Male,LatinAmerican
Scenario0,1745,Preteen,0.439676,0.9506401,Male,LatinAmerican
Scenario0,1746,Adult,0.7613488,0.9725423,Male,Caucasian
Scenario0,1747,Adult,0.2938581,0.6524262,Female,Asian
Scenario0,1748,Preteen,0.6536646,0.2454967,Male,African
Scenario0,1749,Child1,0.08846092,0.7676592,Male,Asian
Scenario0,175,Adult,0.9260833,0.1502361,Female,African
Scenario0,1750,Adult,0.4105422,0.7165723,Male,LatinAmerican
Scenario0,1751,Adult,0.3038146,0.182922,Female,African
Scenario0,1752,Adult,0.3809985,0.1571051,Female,LatinAmerican
Scenario0,1753,Adult,0.9388995,0.9199734,Male,LatinAmerican
Scenario0,1754,Adult,0.9320477,0.1146184,Male,African
Scenario0,1755,Adult,0.838957,0.1062481,Male,LatinAmerican
Scenario0,1756,Adult,0.3038146,0.182922,Female,African
Scenario0,1757,Adult,0.001809597,0.5935361,Female,Asian
Scenario0,1758,Adult,0.145491,0.5116949,Female,LatinAmerican
Scenario0,1759,Adult,0.2134259,0.6972629,Female,Caucasian
Scenario0,176,Adult,0.3788118,0.1028295,Male,Caucasian
Scenario0,1760,Adult,0.2320247,0.8674747,Male,African
Scenario0,1761,Adult,0.9072536,0.6940553,Female,African
Scenario0,1762,Adult,0.21003,0.8934621,Female,LatinAmerican
Scenario0,1763,Adult,0.1396314,0.09428632,Male,African
Scenario0,1764,Adult,0.07226002,0.8118101,Male,LatinAmerican
Scenario0,1765,Adult,0.3401761,0.008809328,Male,Asian
Scenario0,1766,Adult,0.6588205,0.2134812,Male,Caucasian
Scenario0,1767,Adult,0.3147328,0.7587557,Male,African
Scenario0,1768,Adult,0.387616,0.802714,Female,Asian
Scenario0,1769,Adult,0.6072403,0.5626602,Male,LatinAmerican
Scenario0,177,Adult,0.6359446,0.5166925,Female,African
Scenario0,1770,Adult,0.4192907,0.3446233,Female,LatinAmerican
Scenario0,1771,Child2,0.5493745,0.3313358,Male,Caucasian
Scenario0,1772,Adult,0.21003,0.8934621,Female,LatinAmerican
Scenario0,1773,Adult,0.4444466,0.2248594,Male,Asian
Scenario0,1774,Adult,0.9276067,0.007719517,Female,Asian
Scenario0,1775,Adult,0.3038146,0.182922,Female,African
Scenario0,1776,Adult,0.4444466,0.2248594,Male,Asian
Scenario0,1777,Adult,0.7272964,0.4207418,Female,Caucasian
Scenario0,1778,Adult,0.9716505,0.1151549,Female,Caucasian
Scenario0,1779,Adult,0.9320477,0.1146184,Male,African
Scenario0,178,Adult,0.9795133,0.1139761,Male,Asian
Scenario0,1780,Adult,0.9716505,0.1151549,Female,Caucasian
Scenario0,1781,Adult,0.2631891,0.1757523,Female,Caucasian
Scenario0,1782,Adult,0.6329776,0.7958033,Female,Caucasian
Scenario0,1783,Adult,0.2134259,0.6972629,Female,Caucasian
Scenario0,1784,Adult,0.4767127,0.7953371,Male,Caucasian
Scenario0,1785,Child1,0.4399145,0.08869123,Male,Asian
Scenario0,1786,Adult,0.1057326,0.5128727,Male,LatinAmerican
Scenario0,1787,Adult,0.1396314,0.09428632,Male,African
Scenario0,1788,Adult,0.6072403,0.5626602,Male,LatinAmerican
Scenario0,1789,Adult,0.3832197,0.5078924,Female,African
Scenario0,179,Adult,0.9339805,0.0672164,Female,African
Scenario0,1790,Adult,0.7522808,0.7368443,Male,LatinAmerican
Scenario0,1791,Child1,0.4399145,0.08869123,Male,Asian
Scenario0,1792,Child2,0.9118167,0.2223996,Male,Asian
Scenario0,1793,Toddler,0.9006085,0.03757,Female,Asian
Scenario0,1794,Adult,0.3809985,0.1571051,Female,LatinAmerican
Scenario0,1795,Adult,0.7272964,0.4207418,Female,Caucasian
Scenario0,1796,Adult,0.1396314,0.09428632,Male,African
Scenario0,1797,Adult,0.2320247,0.8674747,Male,African
Scenario0,1798,Adult,0.8235295,0.6959851,Female,LatinAmerican
Scenario0,1799,Adult,0.6072403,0.5626602,Male,LatinAmerican
Scenario0,18,Adult,0.9187403,0.8627037,Male,Asian
Scenario0,180,Adult,0.4850898,0.1136377,Female,African
Scenario0,1800,Adult,0.2320247,0.8674747,Male,African
Scenario0,1801,Adult,0.3819044,0.7224777,Female,LatinAmerican
Scenario0,1802,Adult,0.2910889,0.7099328,Male,LatinAmerican
Scenario0,1803,Adult,0.2215534,0.8232151,Female,LatinAmerican
Scenario0,1804,Adult,0.3262385,0.5036938,Female,Asian
Scenario0,1805,Adult,0.1572412,0.5974261,Male,African
Scenario0,1806,Adult,0.9377849,0.3854054,Female,Caucasian
Scenario0,1807,Adult,0.9377849,0.3854054,Female,Caucasian
Scenario0,1808,Adult,0.1857371,0.1494905,Male,LatinAmerican
Scenario0,1809,Adult,0.6154658,0.8483622,Female,Caucasian
Scenario0,181,Adult,0.704659,0.05682337,Male,LatinAmerican
Scenario0,1810,Adult,0.7150267,0.6582046,Male,Asian
Scenario0,1811,Adult,0.9750932,0.1921785,Female,Asian
Scenario0,1812,Adult,0.6921971,0.7061607,Male,Caucasian
Scenario0,1813,Preteen,0.317399,0.7455206,Female,Caucasian
Scenario0,1814,Child1,0.115428,0.3347994,Male,LatinAmerican
Scenario0,1815,Adult,0.9377849,0.3854054,Female,Caucasian
Scenario0,1816,Adult,0.810389,0.9282494,Female,African
Scenario0,1817,Adult,0.9605747,0.1842498,Male,African
Scenario0,1818,Adult,0.1472592,0.3101261,Male,African
Scenario0,1819,Adult,0.1361147,0.9203124,Male,LatinAmerican
Scenario0,182,Adult,0.552755,0.01793718,Male,African
Scenario0,1820,Adult,0.55621,0.9689089,Male,LatinAmerican
Scenario0,1821,Preteen,0.6778971,0.8997778,Female,LatinAmerican
Scenario0,1822,Adult,0.5110996,0.3210078,Female,African
Scenario0,1823,Adult,0.2352631,0.9777764,Male,Asian
Scenario0,1824,Adult,0.5110996,0.3210078,Female,African
Scenario0,1825,Adult,0.03043199,0.3210243,Female,Caucasian
Scenario0,1826,Adult,0.4352697,0.3024471,Male,Caucasian
Scenario0,1827,Child1,0.115428,0.3347994,Male,LatinAmerican
Scenario0,1828,Adult,0.4352697,0.3024471,Male,Caucasian
Scenario0,1829,Adult,0.2513106,0.2710149,Male,African
Scenario0,183,Adult,0.9030854,0.3546534,Male,African
Scenario0,1830,Adult,0.2910889,0.7099328,Male,LatinAmerican
Scenario0,1831,Adult,0.7190255,0.01408136,Female,African
Scenario0,1832,Child2,0.6538553,0.5327171,Female,Caucasian
Scenario0,1833,Adult,0.7150267,0.6582046,Male,Asian
Scenario0,1834,Adult,0.7743181,0.8607752,Female,Asian
Scenario0,1835,Adult,0.9605747,0.1842498,Male,African
Scenario0,1836,Adult,0.1361147,0.9203124,Male,LatinAmerican
Scenario0,1837,Adult,0.9377849,0.3854054,Female,Caucasian
Scenario0,1838,Adult,0.2215534,0.8232151,Female,LatinAmerican
Scenario0,1839,Adult,0.5918707,0.01342845,Female,Asian
Scenario0,184,Adult,0.4850898,0.1136377,Female,African
Scenario0,1840,Adult,0.7195978,0.6261374,Female,Caucasian
Scenario0,1841,Adult,0.7195978,0.6261374,Female,Caucasian
Scenario0,1842,Adult,0.3819044,0.7224777,Female,LatinAmerican
Scenario0,1843,Preteen,0.48905,0.3407512,Female,Asian
Scenario0,1844,Adult,0.2513106,0.2710149,Male,African
Scenario0,1845,Adult,0.7743181,0.8607752,Female,Asian
Scenario0,1846,Preteen,0.48905,0.3407512,Female,Asian
Scenario0,1847,Adult,0.05622518,0.7746722,Female,LatinAmerican
Scenario0,1848,Child2,0.2578412,0.914921,Male,LatinAmerican
Scenario0,1849,Preteen,0.6778971,0.8997778,Female,LatinAmerican
Scenario0,185,Adult,0.9795133,0.1139761,Male,Asian
Scenario0,1850,Adult,0.3818201,0.3036996,Female,African
Scenario0,1851,Adult,0.5145185,0.3943204,Female,African
Scenario0,1852,Adult,0.2084327,0.04464233,Female,Caucasian
Scenario0,1853,Adult,0.5421659,0.1226677,Female,LatinAmerican
Scenario0,1854,Adult,0.2727212,0.1101406,Female,African
Scenario0,1855,Adult,0.5145185,0.3943204,Female,African
Scenario0,1856,Adult,0.5425956,0.1489433,Male,Asian
Scenario0,1857,Adult,0.827615,0.5358984,Female,Caucasian
Scenario0,1858,Adult,0.4868698,0.5774428,Male,Caucasian
Scenario0,1859,Adult,0.4868698,0.5774428,Male,Caucasian
Scenario0,186,Adult,0.5696622,0.2069031,Female,LatinAmerican
Scenario0,1860,Adult,0.09860182,0.7522087,Female,Asian
Scenario0,1861,Adult,0.3614874,0.856282,Female,African
Scenario0,1862,Child2,0.9728491,0.1933218,Male,African
Scenario0,1863,Adult,0.2084327,0.04464233,Female,Caucasian
Scenario0,1864,Child1,0.5677654,0.6490297,Male,LatinAmerican
Scenario0,1865,Child1,0.5749736,0.8880697,Male,African
Scenario0,1866,Adult,0.3614874,0.856282,Female,African
Scenario0,1867,Adult,0.9047042,0.6587516,Male,LatinAmerican
Scenario0,1868,Adult,0.7982852,0.5389552,Male,LatinAmerican
Scenario0,1869,Adult,0.7195092,0.4784397,Female,Caucasian
Scenario0,187,Adult,0.9795133,0.1139761,Male,Asian
Scenario0,1870,Adult,0.05810153,0.923578,Male,Asian
Scenario0,1871,Adult,0.6042987,0.7430707,Female,African
Scenario0,1872,Adult,0.7982852,0.5389552,Male,LatinAmerican
Scenario0,1873,Adult,0.5145185,0.3943204,Female,African
Scenario0,1874,Adult,0.3357368,0.8777643,Male,LatinAmerican
Scenario0,1875,Adult,0.1222486,0.3315259,Male,Caucasian
Scenario0,1876,Adult,0.2544413,0.9862577,Female,LatinAmerican
Scenario0,1877,Adult,0.8933452,0.4280863,Male,LatinAmerican
Scenario0,1878,Adult,0.2727212,0.1101406,Female,African
Scenario0,1879,Adult,0.3656583,0.4401442,Female,Caucasian
Scenario0,188,Adult,0.8096396,0.1498473,Male,Asian
Scenario0,1880,Adult,0.8896745,0.2803953,Male,LatinAmerican
Scenario0,1881,Adult,0.1222486,0.3315259,Male,Caucasian
Scenario0,1882,Adult,0.8933452,0.4280863,Male,LatinAmerican
Scenario0,1883,Adult,0.1200471,0.2700756,Male,Caucasian
Scenario0,1884,Adult,0.3357368,0.8777643,Male,LatinAmerican
Scenario0,1885,Adult,0.3656583,0.4401442,Female,Caucasian
Scenario0,1886,Child2,0.9728491,0.1933218,Male,African
Scenario0,1887,Adult,0.1700164,0.06388366,Male,African
Scenario0,1888,Adult,0.06637013,0.7098886,Female,African
Scenario0,1889,Child1,0.5749736,0.8880697,Male,African
Scenario0,189,Child1,0.5241691,0.5853181,Male,LatinAmerican
Scenario0,1890,Adult,0.6869502,0.2538598,Male,African
Scenario0,1891,Adult,0.8984187,0.4753155,Female,African
Scenario0,1892,Preteen,0.6682274,0.8648586,Female,African
Scenario0,1893,Adult,0.5145185,0.3943204,Female,African
Scenario0,1894,Adult,0.2868963,0.5921425,Male,African
Scenario0,1895,Adult,0.5425956,0.1489433,Male,Asian
Scenario0,1896,Adult,0.827615,0.5358984,Female,Caucasian
Scenario0,1897,Child1,0.6316304,0.8596065,Male,Asian
Scenario0,1898,Adult,0.08186674,0.978547,Female,Caucasian
Scenario0,1899,Adult,0.694676,0.04022002,Female,LatinAmerican
Scenario0,19,Adult,0.1094295,0.5653991,Female,LatinAmerican
Scenario0,190,Preteen,0.9360043,0.6271216,Female,Asian
Scenario0,1900,Adult,0.5425956,0.1489433,Male,Asian
Scenario0,1901,Adult,0.7322712,0.534165,Male,LatinAmerican
Scenario0,1902,Adult,0.8682443,0.4395238,Female,LatinAmerican
Scenario0,1903,Adult,0.8135569,0.2866435,Female,Caucasian
Scenario0,1904,Adult,0.4829015,0.7739582,Male,Caucasian
Scenario0,1905,Toddler,0.6707956,0.8245002,Male,Caucasian
Scenario0,1906,Adult,0.6956199,0.6514508,Female,African
Scenario0,1907,Adult,0.4578859,0.6180779,Male,African
Scenario0,1908,Adult,0.9455583,0.020123,Female,African
Scenario0,1909,Adult,0.01209962,0.6328861,Female,African
Scenario0,191,Preteen,0.8778595,0.01584458,Male,Caucasian
Scenario0,1910,Adult,0.2322147,0.9430001,Male,African
Scenario0,1911,Toddler,0.6707956,0.8245002,Male,Caucasian
Scenario0,1912,Adult,0.7123665,0.6244615,Male,Asian
Scenario0,1913,Adult,0.08023131,0.04329956,Male,African
Scenario0,1914,Adult,0.6956199,0.6514508,Female,African
Scenario0,1915,Adult,0.5439979,0.2170124,Female,African
Scenario0,1916,Adult,0.2435099,0.9799255,Female,Caucasian
Scenario0,1917,Adult,0.4578859,0.6180779,Male,African
Scenario0,1918,Adult,0.4829015,0.7739582,Male,Caucasian
Scenario0,1919,Child2,0.7769489,0.6281878,Male,Asian
Scenario0,192,Adult,0.102144,0.7908845,Male,African
Scenario0,1920,Adult,0.5631647,0.4849557,Male,LatinAmerican
Scenario0,1921,Adult,0.01071608,0.5917972,Male,African
Scenario0,1922,Adult,0.4578859,0.6180779,Male,African
Scenario0,1923,Child2,0.9436805,0.2292349,Male,Asian
Scenario0,1924,Adult,0.03312719,0.7308108,Female,LatinAmerican
Scenario0,1925,Adult,0.2435099,0.9799255,Female,Caucasian
Scenario0,1926,Adult,0.04312527,0.604319,Female,LatinAmerican
Scenario0,1927,Adult,0.01071608,0.5917972,Male,African
Scenario0,1928,Adult,0.7322712,0.534165,Male,LatinAmerican
Scenario0,1929,Adult,0.5588987,0.1660731,Female,Asian
Scenario0,193,Adult,0.9339805,0.0672164,Female,African
Scenario0,1930,Adult,0.4756097,0.3460058,Female,African
Scenario0,1931,Adult,0.5631647,0.4849557,Male,LatinAmerican
Scenario0,1932,Adult,0.523097,0.377692,Female,Asian
Scenario0,1933,Adult,0.03312719,0.7308108,Female,LatinAmerican
Scenario0,1934,Adult,0.1089898,0.1317958,Male,LatinAmerican
Scenario0,1935,Adult,0.7322712,0.534165,Male,LatinAmerican
Scenario0,1936,Adult,0.5706235,0.1934412,Female,Caucasian
Scenario0,1937,Adult,0.413408,0.1985059,Male,African
Scenario0,1938,Adult,0.198212,0.7398118,Female,Caucasian
Scenario0,1939,Adult,0.3828321,0.8137889,Female,Asian
Scenario0,194,Adult,0.9795133,0.1139761,Male,Asian
Scenario0,1940,Toddler,0.4688374,0.1089137,Male,Caucasian
Scenario0,1941,Adult,0.523097,0.377692,Female,Asian
Scenario0,1942,Adult,0.6502942,0.08465111,Female,LatinAmerican
Scenario0,1943,Adult,0.04312527,0.604319,Female,LatinAmerican
Scenario0,1944,Adult,0.4578859,0.6180779,Male,African
Scenario0,1945,Adult,0.2064286,0.1930503,Male,Caucasian
Scenario0,1946,Adult,0.2435099,0.9799255,Female,Caucasian
Scenario0,1947,Adult,0.3828321,0.8137889,Female,Asian
Scenario0,1948,Adult,0.4756097,0.3460058,Female,African
Scenario0,1949,Adult,0.4829015,0.7739582,Male,Caucasian
Scenario0,195,Adult,0.3971204,0.07411206,Male,LatinAmerican
Scenario0,1950,Adult,0.4829015,0.7739582,Male,Caucasian
Scenario0,1951,Adult,0.8220893,0.4749991,Female,Caucasian
Scenario0,1952,Preteen,0.8593683,0.6624007,Male,African
Scenario0,1953,Adult,0.9863672,0.364579,Female,Caucasian
Scenario0,1954,Adult,0.8999135,0.426579,Female,Asian
Scenario0,1955,Adult,0.3611019,0.8794459,Female,LatinAmerican
Scenario0,1956,Adult,0.4308379,0.2394682,Male,LatinAmerican
Scenario0,1957,Child1,0.01455867,0.597684,Male,Caucasian
Scenario0,1958,Toddler,0.7011065,0.7756716,Female,LatinAmerican
Scenario0,1959,Adult,0.7281119,0.6590006,Male,Caucasian
Scenario0,196,Adult,0.4729629,0.3060071,Female,Caucasian
Scenario0,1960,Adult,0.02522254,0.7505395,Female,Caucasian
Scenario0,1961,Child1,0.01455867,0.597684,Male,Caucasian
Scenario0,1962,Adult,0.07088423,0.6009244,Male,Asian
Scenario0,1963,Adult,0.8111182,0.02071559,Female,Caucasian
Scenario0,1964,Adult,0.2726418,0.07893074,Female,Caucasian
Scenario0,1965,Adult,0.114422,0.02304101,Male,LatinAmerican
Scenario0,1966,Adult,0.3611019,0.8794459,Female,LatinAmerican
Scenario0,1967,Adult,0.7500398,0.7916546,Male,LatinAmerican
Scenario0,1968,Adult,0.5131065,0.898151,Female,LatinAmerican
Scenario0,1969,Adult,0.09335065,0.9339408,Male,Caucasian
Scenario0,197,Preteen,0.6161413,0.3697392,Female,LatinAmerican
Scenario0,1970,Adult,0.114422,0.02304101,Male,LatinAmerican
Scenario0,1971,Child1,0.9971862,0.6760757,Female,LatinAmerican
Scenario0,1972,Adult,0.5475467,0.7842132,Female,African
Scenario0,1973,Adult,0.1562972,0.2887607,Female,LatinAmerican
Scenario0,1974,Adult,0.01203072,0.2821718,Female,Asian
Scenario0,1975,Adult,0.4308379,0.2394682,Male,LatinAmerican
Scenario0,1976,Adult,0.7135867,0.07152557,Male,Caucasian
Scenario0,1977,Adult,0.01203072,0.2821718,Female,Asian
Scenario0,1978,Adult,0.7251791,0.217254,Male,Asian
Scenario0,1979,Adult,0.4035939,0.396312,Male,African
Scenario0,198,Adult,0.7213835,0.1804585,Male,LatinAmerican
Scenario0,1980,Toddler,0.7011065,0.7756716,Female,LatinAmerican
Scenario0,1981,Adult,0.114422,0.02304101,Male,LatinAmerican
Scenario0,1982,Adult,0.02522254,0.7505395,Female,Caucasian
Scenario0,1983,Adult,0.2870898,0.1693157,Female,Caucasian
Scenario0,1984,Adult,0.3587937,0.5387136,Female,Asian
Scenario0,1985,Toddler,0.2336594,0.3973322,Female,LatinAmerican
Scenario0,1986,Adult,0.09335065,0.9339408,Male,Caucasian
Scenario0,1987,Adult,0.9863672,0.364579,Female,Caucasian
Scenario0,1988,Adult,0.02522254,0.7505395,Female,Caucasian
Scenario0,1989,Adult,0.4035939,0.396312,Male,African
Scenario0,199,Adult,0.8096396,0.1498473,Male,Asian
Scenario0,1990,Adult,0.1819963,0.08728194,Male,Caucasian
Scenario0,1991,Child1,0.9971862,0.6760757,Female,LatinAmerican
Scenario0,1992,Adult,0.1562972,0.2887607,Female,LatinAmerican
Scenario0,1993,Adult,0.3587937,0.5387136,Female,Asian
Scenario0,1994,Adult,0.1012226,0.2962202,Female,Asian
Scenario0,1995,Preteen,0.8593683,0.6624007,Male,African
Scenario0,1996,Adult,0.2995435,0.5362324,Male,LatinAmerican
Scenario0,1997,Adult,0.8111182,0.02071559,Female,Caucasian
Scenario0,1998,Adult,0.8773283,0.1403126,Male,Asian
Scenario0,1999,Adult,0.8220893,0.4749991,Female,Caucasian
Scenario0,2,Adult,0.1094295,0.5653991,Female,LatinAmerican
Scenario0,20,Adult,0.4045566,0.4157554,Female,Caucasian
Scenario0,200,Adult,0.1312177,0.4126039,Female,LatinAmerican
Scenario0,2000,Adult,0.1819963,0.08728194,Male,Caucasian
Scenario0,201,Adult,0.7488611,0.03820741,Male,Caucasian
Scenario0,202,Preteen,0.973469,0.006250381,Male,African
Scenario0,203,Adult,0.1408236,0.06504512,Male,LatinAmerican
Scenario0,204,Adult,0.3537166,0.9380498,Female,Asian
Scenario0,205,Adult,0.1872351,0.6544127,Male,African
Scenario0,206,Adult,0.02050161,0.2938759,Male,LatinAmerican
Scenario0,207,Adult,0.7460785,0.6350619,Male,African
Scenario0,208,Adult,0.5889604,0.6632738,Female,Asian
Scenario0,209,Adult,0.4689925,0.4161,Female,Caucasian
Scenario0,21,Adult,0.9240541,0.4180974,Female,Asian
Scenario0,210,Preteen,0.973469,0.006250381,Male,African
Scenario0,211,Adult,0.7488611,0.03820741,Male,Caucasian
Scenario0,212,Child1,0.5642123,0.9286458,Female,LatinAmerican
Scenario0,213,Adult,0.3246747,0.2727432,Male,African
Scenario0,214,Adult,0.9019442,0.9904,Male,LatinAmerican
Scenario0,215,Adult,0.6763982,0.7448163,Female,LatinAmerican
Scenario0,216,Child1,0.6631902,0.2811035,Female,African
Scenario0,217,Adult,0.1898019,0.3164402,Male,Asian
Scenario0,218,Preteen,0.973469,0.006250381,Male,African
Scenario0,219,Adult,0.4689925,0.4161,Female,Caucasian
Scenario0,22,Adult,0.3688471,0.05538523,Female,Caucasian
Scenario0,220,Adult,0.1932338,0.9930778,Male,African
Scenario0,221,Adult,0.2157265,0.1520247,Male,Caucasian
Scenario0,222,Adult,0.5123394,0.4451773,Female,Caucasian
Scenario0,223,Adult,0.9553164,0.7382321,Male,LatinAmerican
Scenario0,224,Adult,0.4189957,0.3012464,Male,LatinAmerican
Scenario0,225,Adult,0.4689925,0.4161,Female,Caucasian
Scenario0,226,Adult,0.6512307,0.5030925,Female,African
Scenario0,227,Adult,0.0574342,0.1953652,Male,African
Scenario0,228,Adult,0.4189957,0.3012464,Male,LatinAmerican
Scenario0,229,Adult,0.24929,0.2083623,Male,African
Scenario0,23,Adult,0.09013903,0.4749112,Male,Caucasian
Scenario0,230,Adult,0.9666542,0.07837641,Male,Caucasian
Scenario0,231,Adult,0.08497763,0.5340606,Female,LatinAmerican
Scenario0,232,Adult,0.3537166,0.9380498,Female,Asian
Scenario0,233,Adult,0.9019442,0.9904,Male,LatinAmerican
Scenario0,234,Adult,0.01694441,0.4225473,Male,African
Scenario0,235,Adult,0.9666542,0.07837641,Male,Caucasian
Scenario0,236,Adult,0.1295975,0.7007625,Male,African
Scenario0,237,Adult,0.24929,0.2083623,Male,African
Scenario0,238,Adult,0.6512307,0.5030925,Female,African
Scenario0,239,Adult,0.6512307,0.5030925,Female,African
Scenario0,24,Adult,0.153495,0.775588,Male,Asian
Scenario0,240,Adult,0.6201468,0.8986139,Female,Asian
Scenario0,241,Adult,0.6201468,0.8986139,Female,Asian
Scenario0,242,Adult,0.4986351,0.2755464,Male,LatinAmerican
Scenario0,243,Preteen,0.973469,0.006250381,Male,African
Scenario0,244,Adult,0.2056961,0.8359574,Female,Caucasian
Scenario0,245,Adult,0.6512307,0.5030925,Female,African
Scenario0,246,Adult,0.2157265,0.1520247,Male,Caucasian
Scenario0,247,Adult,0.5689112,0.5349914,Male,Asian
Scenario0,248,Adult,0.1062596,0.5131654,Female,African
Scenario0,249,Adult,0.2056961,0.8359574,Female,Caucasian
Scenario0,25,Adult,0.4743055,0.6111617,Female,African
Scenario0,250,Adult,0.5689112,0.5349914,Male,Asian
Scenario0,251,Toddler,0.6994709,0.1148354,Male,Caucasian
Scenario0,252,Adult,0.8151876,0.009927511,Male,Asian
Scenario0,253,Adult,0.6908113,0.06980026,Female,Asian
Scenario0,254,Adult,0.4281447,0.8695391,Male,Asian
Scenario0,255,Child2,0.9038624,0.2302171,Male,LatinAmerican
Scenario0,256,Adult,0.1946502,0.9688437,Female,Asian
Scenario0,257,Adult,0.602566,0.5550828,Female,African
Scenario0,258,Adult,0.1695164,0.9165181,Female,LatinAmerican
Scenario0,259,Adult,0.1598927,0.1765816,Male,Asian
Scenario0,26,Adult,0.2590637,0.0854907,Male,African
Scenario0,260,Preteen,0.3387443,0.09196091,Female,Asian
Scenario0,261,Adult,0.7250017,0.1282512,Female,LatinAmerican
Scenario0,262,Adult,0.3736504,0.04120374,Female,LatinAmerican
Scenario0,263,Preteen,0.3387443,0.09196091,Female,Asian
Scenario0,264,Adult,0.4745462,0.1339176,Female,Asian
Scenario0,265,Adult,0.8151876,0.009927511,Male,Asian
Scenario0,266,Adult,0.6290523,0.386682,Female,African
Scenario0,267,Preteen,0.1683275,0.7307731,Female,LatinAmerican
Scenario0,268,Adult,0.03071189,0.8326073,Female,African
Scenario0,269,Adult,0.257556,0.3002402,Female,Asian
Scenario0,27,Child1,0.09206033,0.8339735,Female,Asian
Scenario0,270,Child2,0.3341049,0.1001602,Male,LatinAmerican
Scenario0,271,Adult,0.4736571,0.6835424,Female,LatinAmerican
Scenario0,272,Adult,0.602566,0.5550828,Female,African
Scenario0,273,Adult,0.4367285,0.8399892,Male,Asian
Scenario0,274,Adult,0.4114921,0.1966321,Female,African
Scenario0,275,Adult,0.4948922,0.06475484,Female,Caucasian
Scenario0,276,Child2,0.886784,0.2919179,Female,Asian
Scenario0,277,Adult,0.8908573,0.8473958,Female,African
Scenario0,278,Adult,0.4736571,0.6835424,Female,LatinAmerican
Scenario0,279,Adult,0.602566,0.5550828,Female,African
Scenario0,28,Toddler,0.520439,0.6982287,Male,Asian
Scenario0,280,Adult,0.3736504,0.04120374,Female,LatinAmerican
Scenario0,281,Adult,0.4045442,0.9536854,Male,LatinAmerican
Scenario0,282,Toddler,0.6994709,0.1148354,Male,Caucasian
Scenario0,283,Adult,0.1440154,0.7545581,Male,Caucasian
Scenario0,284,Adult,0.5310545,0.4946772,Female,LatinAmerican
Scenario0,285,Adult,0.6908113,0.06980026,Female,Asian
Scenario0,286,Adult,0.625942,0.430591,Female,Caucasian
Scenario0,287,Adult,0.6582361,0.07964194,Female,Caucasian
Scenario0,288,Adult,0.1334294,0.1892596,Male,Caucasian
Scenario0,289,Child2,0.3341049,0.1001602,Male,LatinAmerican
Scenario0,29,Child1,0.4161575,0.1221046,Female,Caucasian
Scenario0,290,Adult,0.9459959,0.1398358,Female,Asian
Scenario0,291,Adult,0.1598927,0.1765816,Male,Asian
Scenario0,292,Adult,0.3736504,0.04120374,Female,LatinAmerican
Scenario0,293,Adult,0.7617718,0.5141908,Female,African
Scenario0,294,Adult,0.1946502,0.9688437,Female,Asian
Scenario0,295,Toddler,0.9443029,0.1791617,Female,African
Scenario0,296,Adult,0.5491744,0.5746773,Male,Asian
Scenario0,297,Child2,0.886784,0.2919179,Female,Asian
Scenario0,298,Adult,0.1946502,0.9688437,Female,Asian
Scenario0,299,Adult,0.257556,0.3002402,Female,Asian
Scenario0,3,Adult,0.7588726,0.5274104,Male,Asian
Scenario0,30,Adult,0.8808504,0.2018948,Female,Asian
Scenario0,300,Adult,0.1598927,0.1765816,Male,Asian
Scenario0,301,Child2,0.3242109,0.4087908,Male,Caucasian
Scenario0,302,Preteen,0.3720491,0.1937814,Female,LatinAmerican
Scenario0,303,Adult,0.212938,0.1874238,Female,Caucasian
Scenario0,304,Preteen,0.07670736,0.9881736,Male,Asian
Scenario0,305,Adult,0.2712889,0.5091277,Female,Caucasian
Scenario0,306,Adult,0.2712889,0.5091277,Female,Caucasian
